2016-07-18 22:24:09	RT @Ron_White If Melania Trump is a trophy wife, I hope that all of you get, at least, a participation trophy. #RNCinCLE #melania https://t.co/RcyZogmqug
2016-07-18 17:46:07	@SassyLox1 @EvanGuzman24 We should be easy to pick out since repubs are only a third of voters & are shrinking. Trump most unpopular ever.
2016-07-18 16:57:16	RT @Trump_World CLINT EASTWOOD on #TRUMP "He is FEARLESS. He is GREAT!" #LikeABOSS #Trump2016 #TrumpTrain @realDonaldTrump https://t.co/8xJOMtTKNe
2016-07-18 19:36:08	@Yair_Rosenberg @jbarro Trump has given a bunch of cash to the Clintons over the years
2016-07-18 14:53:29	RT @HEELHUNS I'm listening to "99 Problems" by @@S_C_ on #Pandora https://t.co/t4D5d0pZLA
2016-07-18 19:55:33	RT @jbarro I think Trump agrees with me there's not much in the Benghazi issue, since he WENT ON FOX NEWS DURING THE SPEECHES ABOUT IT.
2016-07-18 07:12:53	Maybe the ghostwriter should run for President since #Trump didn't write a word of his famous business book ~ https://t.co/gDDemlPbaM
2016-07-18 09:17:30	RT @BikerForTrump Obama came to destroy America, Trump and Pence came to rebuild America!! Vote Trump2016 https://t.co/4FrRipSbYA
2016-07-18 14:35:25	RT @jstines3 @ChuckNellis @realDonaldTrump He's a DESPOTIC THUG; look out America! If Trump gets power we are all going to be facing this thuggery!
2016-07-18 17:48:08	Chaos erupts on GOP convention floor after voice vote shuts down Never Trump forces https://t.co/e1RGAfGrqz
2016-07-18 16:01:05	@jallman971 Sounds like WE WANT TRUMP to me...and so do I! (mostly cause the other choice is @HillaryClinton the prevaricator
2016-07-18 16:16:36	Google Melania Trump.....click on the "Images" and see in detail what the possible next first lady looks like in various poses. @CNN
2016-07-18 16:43:07	RT @jaynordlinger Let's stipulate that Trump is not a Clinton plant. But if he were -- how would things be any different? More subtle, maybe?
2016-07-18 15:22:29	RT @politico #BREAKING: Chaos breaks out on GOP convention floor over Never Trump effort https://t.co/5y2RfHaUtp https://t.co/H3PRDYVKl6
2016-07-18 22:18:18	#MBU https://t.co/2BwSEyAW8e Donald Trump -- Mercury Retrograde at RNC https://t.co/mJjBlH7eL7
2016-07-18 21:13:11	RT @nytimes Rudy Giuliani: “Every time New York suffered a tragedy, Donald Trump was there to help.” Watch live: https://t.co/ypDbCXsAGc
2016-07-18 17:44:23	RT @MattBellassai @KimKardashian girl what do you have on trump do him next
2016-07-18 09:28:24	RT @Dleather25_ You can either vote for the Law and Order candidate, Donald Trump, or the lying lawless candidate in Hillary Clinton https://t.co/aj9unh0HnO
2016-07-18 05:15:10	Donald Trump and the Politics of Being an Asshole: Last year, when Donald Trump and his small band… https://t.co/GPrdeWeYJl | @motherjones
2016-07-18 21:36:39	RT @TheRickWilson That Trump entrance was something https://t.co/Mt438Wvf2w
2016-07-18 16:11:58	(3) Dump Trump forces found mechanism to force roll call vote under the rules. Process was short-circuited w/ dubious claims...
2016-07-18 12:15:10	RT @PennyRed Turnout for Women For Trump event. The people in this picture are journalists and one media intern. #RNCinCLE https://t.co/Xb1UNySw6J
2016-07-18 00:15:43	RT @andrewschulz Why would any logical individual vote for trump? Only the desperate vote for trump. https://t.co/7ktwK9KwEJ
2016-07-18 16:11:47	RT @BLKnowledge Even Republican Senators are throwing around the word "fascism" to describe Trump and his followers #RNCinCLE #NeverTrump #BetterThanThis
2016-07-18 21:26:30	@TheFix maybe Trump will have a giant fan on him for Thurs night.
2016-07-18 14:04:21	RT @LindaSuhler "We grieve for the officers killed in Baton Rouge today...We demand law and order." Donald J. Trump #TrumpPence16🇺🇸 https://t.co/LNMC8wbd4F
